duration,protocol,service,flag,src_bytes,dst_bytes,count,srv_count,dst_host_count,attack_type
821,udp,ssh,SH,1430,2524,98,65,9,Botnet
220,https,irc,SH,87,1645,78,9,99,Normal
4600,ftp,http,REJ,3810,3005,31,6,181,Normal
6421,https,telnet,S0,17,128,24,42,140,Normal
7008,tcp,dns,SH,5420,4371,5,31,115,Infiltration
1086,udp,dns,S0,4379,2332,36,47,39,Normal
5059,ftp,dns,RSTR,3487,1769,77,12,99,Normal
317,tcp,smtp,S0,3670,1948,19,57,167,Normal
7607,dns,smtp,S0,197,87,73,97,195,BruteForce
4393,icmp,ftp,SH,2288,941,82,60,59,Normal
5033,http,telnet,OTH,2984,1956,26,69,105,Normal
9228,ftp,telnet,S0,192,68,97,78,194,BruteForce
6654,dns,ssh,RSTR,4985,4615,21,63,30,Normal
2361,udp,ftp,S0,757,1552,76,56,185,Normal
81,https,http,OTH,7971,63,76,93,240,DoS
2594,tcp,smtp,REJ,2608,1567,14,21,27,Normal
1429,icmp,dns,S0,2949,4954,35,44,45,Normal
977,https,http,SF,3491,4829,49,97,216,Normal
392,smtp,ssh,S0,3908,4472,0,16,83,Normal
4507,https,dns,RSTO,986,2110,59,4,79,Normal
5390,icmp,ftp,S0,2172,1128,23,21,156,Infiltration
5194,tcp,ssh,SH,3136,1476,95,33,109,Normal
5513,icmp,ftp,S0,4347,2942,87,99,78,Normal
99,udp,dns,S0,6034,95,90,80,100,DoS
2134,tcp,snmp,REJ,3127,4606,46,92,106,Normal
2887,icmp,ftp,RSTO,1474,3969,73,43,8,Normal
2411,http,dns,REJ,2846,4099,8,23,3,Normal
3566,tcp,telnet,OTH,3602,2468,53,63,104,Normal
5724,https,ssh,SF,2288,2626,11,20,40,Normal
7930,https,snmp,SF,1464,1377,32,72,29,Normal
9004,ftp,snmp,OTH,3607,4448,33,12,72,Normal
761,https,http,REJ,636,215,45,49,21,WebAttack
6504,ftp,ftp,SF,3197,3416,35,74,48,Normal
13,ftp,http,S0,14313,64,78,94,163,DoS
5292,udp,ftp,SF,3531,3271,5,29,80,Normal
130,ftp,telnet,S0,1861,864,38,27,37,WebAttack
9207,http,irc,RSTR,4334,2997,53,0,124,Normal
6156,udp,smtp,REJ,194,92,57,98,111,BruteForce
2925,icmp,dns,RSTO,2961,5434,5,20,174,Infiltration
7974,tcp,smtp,S0,4849,1317,2,38,48,Normal
3059,http,http,SF,417,168,94,96,78,BruteForce
9692,smtp,dns,SF,4053,528,57,26,30,Normal
7551,icmp,http,RSTR,3309,3021,24,75,192,Normal
3414,dns,ssh,RSTR,2098,4285,95,45,27,Normal
500,ftp,dns,OTH,1977,585,25,32,129,WebAttack
5392,https,ssh,RSTO,2113,1543,61,45,233,Normal
437,udp,irc,OTH,1461,774,46,26,41,WebAttack
4365,smtp,ssh,S0,1041,842,42,11,52,Normal
5764,dns,http,S0,898,3130,1,15,15,Normal
5380,smtp,snmp,OTH,3727,4218,21,19,30,Normal
219,http,ftp,RSTR,1569,46,58,23,46,Normal
1056,icmp,smtp,OTH,2566,2913,63,71,242,Botnet
279,https,smtp,RSTO,318,2985,37,21,187,Normal
7040,ftp,irc,RSTO,3465,4329,15,68,113,Normal
2645,dns,telnet,REJ,1746,849,46,57,158,Normal
9043,ftp,ssh,S0,4795,2693,57,84,13,Normal
5565,udp,telnet,RSTO,2767,2804,93,37,113,Normal
5076,http,http,SF,4248,2553,24,18,237,Normal
5422,dns,ftp,SF,2161,4398,91,43,249,Normal
452,tcp,http,OTH,1093,348,35,41,168,WebAttack
8228,icmp,ssh,REJ,323,1740,59,43,180,Normal
6572,https,telnet,OTH,1505,3198,1,95,135,Normal
1019,https,ftp,S0,4314,1754,90,89,53,Normal
127,udp,telnet,RSTO,1304,841,33,31,26,WebAttack
1529,icmp,ssh,RSTR,3081,3003,77,45,225,Botnet
7686,dns,irc,RSTR,1321,4747,88,26,5,Normal
3231,https,telnet,SH,478,4170,52,1,82,Normal
7411,smtp,irc,OTH,1253,2308,66,48,16,Normal
617,ftp,telnet,OTH,971,246,34,28,47,WebAttack
3198,icmp,telnet,RSTO,1215,2226,5,12,208,Infiltration
6515,icmp,ssh,SH,491,4107,79,5,74,Normal
7319,smtp,dns,RSTR,4816,1588,32,25,83,Normal
5745,udp,ftp,RSTR,3964,24,37,12,171,Normal
953,dns,irc,SF,130,3468,15,64,150,Normal
3129,udp,snmp,OTH,4831,3984,0,72,182,Normal
742,ftp,telnet,SF,2493,4047,61,80,110,Normal
5228,tcp,ssh,SF,774,2623,32,79,233,Normal
7465,udp,irc,S0,3746,2463,57,51,19,Normal
384,udp,http,RSTO,1414,19,42,49,7,WebAttack
9542,smtp,smtp,SF,2616,752,49,97,251,Normal
4706,icmp,http,SF,3235,419,64,91,231,Normal
80,icmp,ftp,RSTO,8384,22,96,97,200,DoS
9610,dns,ftp,S0,358,60,97,53,139,BruteForce
5005,https,ssh,RSTO,366,1853,93,65,4,Normal
6224,udp,irc,OTH,789,3220,27,30,95,Normal
8105,tcp,snmp,S0,86,2099,80,84,87,Normal
861,tcp,irc,S0,554,1408,48,63,81,Normal
3140,smtp,dns,SF,1014,3440,64,83,0,Normal
8895,dns,telnet,SF,4499,3845,90,84,122,Normal
3417,tcp,irc,RSTO,2968,3787,65,75,186,Normal
60,ftp,smtp,REJ,5618,12,75,91,118,DoS
811,http,snmp,SF,3489,3109,78,99,28,Botnet
82,http,dns,OTH,1000,1025,66,96,74,Normal
9852,http,ssh,S0,3729,3460,50,54,244,Normal
1180,tcp,ssh,OTH,4639,3141,28,42,197,Normal
7631,http,irc,S0,413,453,81,9,48,Normal
2572,https,smtp,S0,5785,167,40,19,40,Infiltration
31,http,ssh,RSTO,14063,3,88,85,52,DoS
3614,icmp,telnet,S0,3682,817,18,17,149,Normal
789,ftp,telnet,REJ,1794,2015,91,61,96,Botnet
1438,smtp,smtp,SF,2503,3785,24,44,28,Normal
2347,smtp,telnet,REJ,2392,1791,24,42,122,Normal
2286,smtp,snmp,SH,296,56,86,54,11,BruteForce
649,tcp,ftp,REJ,535,945,38,39,62,WebAttack
3325,tcp,smtp,OTH,2434,2635,58,20,77,Normal
4479,udp,ssh,RSTR,624,939,87,85,166,Normal
9288,http,irc,OTH,1515,2233,28,89,9,Normal
6678,smtp,ftp,RSTO,3450,1728,36,33,128,Normal
2377,https,snmp,SH,228,3902,24,97,72,Normal
5691,https,snmp,RSTR,147,55,83,98,44,BruteForce
4235,tcp,telnet,RSTR,1826,4263,39,75,3,Normal
1176,dns,http,REJ,3797,1832,0,7,239,Normal
910,http,ssh,RSTR,914,484,28,27,249,WebAttack
615,dns,snmp,RSTR,727,189,47,48,162,WebAttack
5636,tcp,http,RSTO,3451,1353,48,69,52,Normal
3378,udp,ftp,S0,280,151,65,63,203,BruteForce
5703,smtp,telnet,RSTR,1385,3773,61,46,239,Normal
6934,dns,ssh,SF,423,74,97,58,75,BruteForce
528,tcp,ssh,OTH,2314,2212,69,62,155,Botnet
61,udp,smtp,RSTR,14579,56,75,80,153,DoS
582,icmp,dns,S0,980,152,36,26,171,WebAttack
432,icmp,smtp,REJ,2409,4369,40,43,179,Normal
4988,smtp,snmp,OTH,1782,3559,57,35,218,Normal
4770,https,dns,REJ,4781,3169,6,16,126,Normal
3777,https,dns,RSTR,1020,758,78,16,140,Normal
9448,udp,smtp,OTH,4325,3492,66,36,57,Normal
9589,dns,ssh,OTH,571,2379,40,27,107,Normal
40,smtp,snmp,SH,1723,1972,43,63,86,Normal
974,icmp,snmp,REJ,4635,4200,46,12,110,Normal
5443,https,telnet,REJ,3968,1013,92,17,82,Normal
34,dns,snmp,SH,7243,19,87,77,235,DoS
1708,https,http,REJ,2249,2045,15,55,207,Normal
1083,udp,irc,REJ,1647,4673,48,9,245,Normal
3552,icmp,dns,RSTO,949,1211,77,50,197,Normal
4470,smtp,smtp,OTH,455,3648,34,70,22,Normal
1280,https,smtp,OTH,2482,2929,88,79,84,Botnet
293,smtp,snmp,OTH,4581,85,85,53,210,Normal
6149,smtp,dns,REJ,3000,4230,94,90,145,Normal
3499,smtp,snmp,REJ,963,3523,58,70,89,Normal
36,http,telnet,RSTO,10891,0,99,85,48,DoS
6025,smtp,http,S0,219,144,51,52,4,BruteForce
5374,ftp,snmp,RSTO,242,112,62,61,181,BruteForce
7907,dns,http,SF,1550,2922,45,8,96,Normal
2032,smtp,smtp,SH,1150,5187,40,39,34,Infiltration
2530,https,ssh,SF,366,5,71,97,106,BruteForce
2778,https,ftp,RSTR,261,66,55,59,6,BruteForce
5855,http,ftp,SH,4793,1857,92,72,5,Normal
9263,smtp,dns,OTH,1854,2156,61,8,115,Normal
41,ftp,http,OTH,11735,18,76,97,51,DoS
984,udp,http,OTH,1574,4209,89,61,140,Normal
9756,udp,dns,RSTR,67,3670,52,92,161,Normal
140,udp,ftp,RSTR,1086,423,34,26,11,WebAttack
6450,tcp,irc,OTH,2596,2956,8,3,13,Normal
9142,icmp,irc,OTH,251,3081,60,7,176,Normal
6580,http,ssh,SH,3847,186,32,43,194,Normal
1182,smtp,ssh,RSTO,1881,4914,74,99,246,Normal
8304,icmp,smtp,SH,1455,3908,62,23,85,Normal
2371,https,telnet,S0,2216,3168,42,59,6,Normal
37,ftp,http,SH,8975,46,98,76,209,DoS
4887,dns,ssh,OTH,3372,4573,51,49,143,Normal
8674,smtp,ftp,RSTR,35,10,58,57,47,BruteForce
2597,dns,irc,S0,4304,2540,41,79,133,Normal
2539,smtp,ssh,S0,1801,2982,57,94,35,Normal
3346,tcp,irc,REJ,4574,4695,61,23,72,Normal
9745,http,telnet,SH,1189,3780,25,46,139,Normal
5642,ftp,telnet,RSTO,177,96,97,65,46,BruteForce
98,ftp,telnet,OTH,14942,75,92,70,77,DoS
6062,udp,http,RSTO,3558,2109,39,37,62,Normal
7266,http,http,RSTO,1053,877,80,77,72,Normal
9790,http,smtp,RSTO,3438,1633,80,8,163,Normal
300,tcp,smtp,S0,1340,489,23,24,220,WebAttack
3595,smtp,http,OTH,3087,4474,59,69,97,Normal
78,icmp,irc,RSTR,6003,71,98,80,163,DoS
7557,dns,dns,SF,4333,324,96,22,167,Normal
1501,icmp,ftp,S0,892,599,79,19,8,Normal
5762,icmp,ftp,SH,228,156,84,92,126,BruteForce
3823,smtp,ssh,SF,398,69,65,67,234,BruteForce
4167,http,irc,SH,1525,3092,7,88,25,Normal
3688,dns,irc,S0,1886,68,85,87,171,Normal
936,ftp,irc,RSTO,1443,429,23,26,4,WebAttack
6338,dns,smtp,OTH,774,2340,45,38,154,Normal
3021,smtp,http,SF,155,7,74,53,230,BruteForce
7948,https,irc,OTH,6439,5656,20,14,210,Infiltration
296,smtp,ssh,REJ,1730,540,35,33,48,WebAttack
6956,icmp,ssh,RSTR,932,2840,45,33,174,Normal
932,dns,smtp,SF,3560,1311,58,53,52,Botnet
825,smtp,telnet,SF,1458,512,36,49,97,WebAttack
3227,ftp,ssh,RSTR,2683,4302,29,48,164,Normal
1253,tcp,telnet,SH,3167,3747,90,84,17,Botnet
5106,tcp,dns,RSTR,3418,3104,42,29,144,Normal
77,https,telnet,OTH,6227,78,95,70,135,DoS
339,dns,ftp,RSTR,2924,4266,39,59,245,Normal
89,dns,ssh,REJ,12972,6,71,86,11,DoS
1741,icmp,telnet,REJ,2322,3687,66,52,86,Botnet
8204,https,ftp,RSTO,2294,1576,75,89,75,Normal
9809,tcp,dns,RSTO,2816,701,83,3,4,Normal
3347,udp,http,RSTO,858,3626,38,69,132,Normal
4778,icmp,ftp,REJ,3095,4212,32,9,130,Normal
8803,udp,ssh,RSTR,4814,330,94,84,17,Normal
4650,tcp,snmp,SF,965,4198,59,7,122,Normal
39,tcp,ssh,RSTO,14467,10,92,73,155,DoS
9423,smtp,irc,REJ,4363,646,73,67,108,Normal
3867,icmp,smtp,SH,2304,4861,18,71,245,Normal
8687,http,smtp,REJ,2550,3334,93,50,81,Normal
39,udp,ftp,RSTR,6908,80,88,70,98,DoS
9384,udp,dns,OTH,4808,3888,72,80,12,Normal
2822,udp,telnet,REJ,4395,4539,67,28,17,Normal
7463,http,smtp,SH,3757,4743,85,81,117,Normal
5109,smtp,http,SH,3491,1956,56,50,124,Normal
2096,ftp,smtp,S0,817,1109,9,21,213,Infiltration
5663,tcp,dns,RSTO,2492,2732,82,28,245,Normal
847,dns,telnet,SH,1364,1504,66,55,245,Botnet
734,http,smtp,S0,1570,785,44,34,201,WebAttack
3942,https,smtp,REJ,2756,4014,40,37,72,Normal
9495,tcp,ftp,RSTR,3434,4992,50,78,199,Normal
9788,dns,dns,S0,3401,4805,23,77,231,Normal
1485,dns,telnet,S0,719,4096,27,96,19,Normal
60,http,irc,REJ,10298,39,85,88,61,DoS
5548,icmp,smtp,RSTO,2597,3312,72,17,238,Normal
345,icmp,telnet,RSTR,1575,612,20,26,208,WebAttack
6493,https,smtp,RSTR,3515,2498,34,61,230,Normal
2853,http,telnet,SF,108,32,64,67,133,BruteForce
6095,ftp,dns,RSTR,6403,202,48,30,188,Infiltration
9083,http,ftp,RSTO,2673,4861,50,70,198,Normal
557,icmp,smtp,SH,2404,3879,79,51,212,Normal
976,https,telnet,SF,2899,1648,80,63,80,Botnet
7836,udp,ssh,RSTR,1549,928,37,12,135,Normal
9524,dns,irc,RSTR,2534,1197,37,41,44,Normal
4227,udp,ssh,OTH,1451,6596,15,0,178,Infiltration
8448,https,dns,REJ,229,135,91,90,214,BruteForce
17,dns,telnet,S0,8553,61,71,75,195,DoS
4459,ftp,ftp,RSTO,397,3550,90,90,29,Normal
5355,tcp,irc,RSTR,5198,918,41,44,146,Infiltration
41,tcp,http,SF,5117,80,71,99,221,DoS
3334,tcp,ftp,SF,4069,1677,3,36,54,Infiltration
554,icmp,telnet,SF,4266,4102,13,13,17,Normal
4037,ftp,dns,RSTR,2304,2690,95,21,164,Normal
3779,icmp,dns,SH,23,109,93,73,10,BruteForce
5498,tcp,dns,REJ,15,594,65,10,51,Normal
8,smtp,telnet,REJ,14280,79,84,87,80,DoS
6895,https,ssh,RSTR,2056,1785,1,50,231,Normal
2664,ftp,telnet,SH,4613,1488,65,18,143,Normal
40,ftp,smtp,OTH,14510,40,90,79,88,DoS
25,tcp,ftp,S0,12274,96,97,97,45,DoS
6167,dns,http,RSTR,1480,4060,18,12,18,Normal
23,https,ssh,SF,12667,21,73,73,223,DoS
5942,http,dns,REJ,3852,223,73,20,238,Normal
1970,dns,smtp,REJ,2920,2092,58,93,20,Botnet
8668,smtp,smtp,S0,3295,3050,75,7,127,Normal
6573,icmp,dns,SH,483,2363,72,70,123,Normal
263,udp,ftp,SH,1644,122,20,26,73,WebAttack
859,smtp,snmp,RSTO,2519,1827,68,67,137,Normal
1407,icmp,snmp,SF,1800,1527,55,51,15,Botnet
8179,ftp,http,REJ,4195,2148,43,49,190,Normal
1322,ftp,snmp,RSTR,390,157,75,60,55,BruteForce
7604,http,dns,SF,4641,3471,72,12,196,Normal
2683,udp,ftp,SH,244,193,99,80,188,BruteForce
6796,tcp,dns,S0,2457,467,68,97,45,Normal
65,tcp,http,REJ,6156,15,76,91,152,DoS
4306,ftp,irc,SF,2670,638,59,48,58,Normal
2995,ftp,http,SH,1794,1624,64,74,225,Normal
5787,https,irc,REJ,458,180,55,90,73,BruteForce
7858,icmp,ssh,S0,63,3109,44,3,28,Infiltration
9535,dns,irc,S0,1693,1688,37,63,30,Normal
1291,icmp,smtp,SH,499,3820,84,96,78,Normal
8734,ftp,ftp,RSTR,3972,4482,83,7,123,Normal
511,smtp,ftp,SF,1855,2784,83,12,109,Normal
548,dns,ftp,SF,296,2805,39,78,201,Normal
4475,https,dns,SH,1259,3160,50,40,151,Normal
7866,ftp,ssh,OTH,1690,1930,93,12,58,Normal
8530,http,smtp,SH,544,3500,94,96,116,Normal
6453,icmp,http,RSTR,3161,4732,47,51,8,Normal
2862,https,http,SF,3011,3451,32,95,6,Normal
9388,tcp,snmp,RSTR,568,3852,77,4,143,Normal
2809,smtp,telnet,RSTR,1324,2263,65,69,57,Normal
3630,https,telnet,S0,3836,1498,56,59,67,Normal
7306,https,irc,RSTO,2496,357,71,46,83,Normal
6019,smtp,smtp,REJ,2581,782,6,38,164,Normal
3321,ftp,telnet,REJ,1209,2401,88,11,122,Normal
82,tcp,ftp,SF,12347,95,85,91,86,DoS
63,ftp,telnet,SF,8496,76,81,73,204,DoS
73,https,irc,RSTR,5756,66,91,72,183,DoS
7214,udp,ssh,SF,104,50,56,51,105,BruteForce
2901,icmp,dns,S0,465,182,99,61,74,BruteForce
4766,http,http,SH,747,2764,40,61,15,Normal
6977,http,ssh,RSTR,1338,520,45,12,158,Infiltration
3064,icmp,smtp,SH,2199,3159,56,26,91,Normal
9947,https,irc,OTH,3983,2131,72,95,140,Normal
1664,icmp,smtp,OTH,233,50,88,52,84,BruteForce
5515,http,ftp,SH,2665,344,2,29,16,Infiltration
9033,smtp,dns,OTH,2178,97,97,90,7,Normal
4999,udp,http,SH,1974,1164,85,68,92,Normal
5106,ftp,ssh,RSTR,4537,3531,87,41,235,Normal
7619,http,ssh,REJ,1234,3053,20,55,185,Normal
812,smtp,telnet,SF,1213,181,26,48,222,WebAttack
4158,http,irc,RSTR,959,2570,49,48,213,Normal
74,ftp,smtp,SH,7456,82,92,84,80,DoS
4715,ftp,ssh,SF,4797,2977,63,36,146,Normal
59,dns,ssh,REJ,7920,97,72,90,243,DoS
806,dns,ftp,OTH,532,438,46,30,171,WebAttack
3101,dns,snmp,RSTR,3415,4295,95,25,118,Normal
9542,smtp,snmp,REJ,4278,2599,30,2,27,Normal
58,ftp,telnet,SF,13652,13,78,92,31,DoS
4127,ftp,http,SF,152,3743,14,37,113,Infiltration
1859,udp,dns,SF,183,3868,7,11,148,Normal
5201,ftp,irc,RSTR,419,468,6,47,111,Normal
736,https,http,SF,2539,4095,9,74,157,Normal
6384,https,irc,SH,4215,1549,63,36,219,Normal
8423,dns,dns,RSTO,4504,4526,30,95,13,Normal
1980,dns,telnet,RSTR,2367,2176,95,48,237,Botnet
83,icmp,smtp,SF,4690,1985,12,22,34,Normal
9016,smtp,ssh,SH,483,140,80,77,60,BruteForce
15,https,http,OTH,14546,23,75,89,3,DoS
9925,http,snmp,OTH,74,71,71,64,129,BruteForce
2800,https,snmp,OTH,634,1460,36,13,221,Normal
1431,dns,telnet,OTH,1975,694,72,66,2,Normal
8096,udp,http,REJ,3676,4699,63,56,33,Normal
8583,http,telnet,REJ,1417,3852,30,89,61,Normal
3149,ftp,dns,S0,3133,327,47,90,82,Normal
4071,tcp,ftp,RSTO,1070,4853,77,38,73,Normal
9448,tcp,http,OTH,4476,2449,82,81,130,Normal
6966,udp,ssh,REJ,380,4245,89,94,72,Normal
6354,http,http,SH,4055,53,12,89,67,Normal
1975,smtp,telnet,REJ,1696,422,66,19,184,Normal
4319,udp,dns,SF,3714,4549,1,86,95,Normal
7713,smtp,ssh,SH,1383,2381,27,61,16,Normal
8171,dns,smtp,S0,4867,3686,60,32,53,Normal
9988,tcp,ssh,RSTR,328,4488,92,79,66,Normal
9841,dns,ftp,OTH,3802,4470,58,19,171,Normal
5575,icmp,ssh,S0,4053,1565,47,31,197,Normal
4839,dns,irc,REJ,4429,4434,55,2,125,Normal
1066,icmp,ssh,SH,1384,2320,72,92,95,Botnet
9490,dns,ftp,REJ,3,4223,32,34,208,Normal
9880,tcp,smtp,REJ,2926,714,16,72,236,Normal
5923,http,http,RSTO,3505,1020,23,20,119,Normal
2757,tcp,smtp,RSTR,648,3328,90,44,105,Normal
7499,dns,telnet,SF,4391,3428,54,88,153,Normal
2170,tcp,telnet,S0,906,3386,72,56,114,Normal
9679,tcp,telnet,S0,1699,4153,57,81,14,Normal
597,smtp,ssh,REJ,2090,1550,61,78,190,Botnet
3235,udp,telnet,RSTO,1723,4568,62,84,219,Normal
5770,icmp,dns,S0,3114,1270,87,85,45,Normal
4168,ftp,ftp,RSTO,392,115,90,95,116,BruteForce
1250,udp,dns,S0,1026,2134,24,86,99,Normal
3934,dns,smtp,OTH,176,2482,14,76,141,Normal
5264,ftp,ftp,SH,1696,4049,2,67,183,Normal
8308,icmp,irc,OTH,1834,573,4,32,78,Normal
3986,http,telnet,OTH,68,3156,36,8,156,Normal
3296,tcp,ftp,RSTO,5237,5069,49,43,11,Infiltration
5126,dns,ftp,SF,418,94,76,73,246,BruteForce
1066,dns,dns,SF,1515,1882,45,76,109,Botnet
97,icmp,http,REJ,11556,5,89,72,234,DoS
988,ftp,irc,RSTO,1996,335,30,49,78,Normal
7124,dns,snmp,RSTO,3653,5499,12,21,16,Infiltration
9954,ftp,smtp,RSTR,2577,4324,23,65,49,Normal
3284,smtp,telnet,RSTO,1893,2259,94,84,254,Normal
5152,ftp,http,SH,3073,1952,64,50,71,Normal
3790,dns,snmp,SH,399,147,72,91,236,BruteForce
504,https,ssh,SH,441,1977,52,34,150,Normal
660,https,irc,SH,4171,4869,91,18,240,Normal
939,http,ssh,OTH,1533,823,27,26,87,WebAttack
976,smtp,ssh,RSTR,1377,205,38,44,186,WebAttack
9768,https,smtp,RSTR,4061,1470,83,48,192,Normal
3753,https,telnet,SF,73,2129,10,3,153,Normal
7973,tcp,dns,REJ,1325,3425,68,80,190,Normal
6618,smtp,telnet,REJ,427,4829,72,71,174,Normal
434,smtp,ftp,SH,601,49,36,46,35,WebAttack
5445,https,http,SF,1956,4296,25,13,187,Normal
5695,https,ssh,S0,4447,4647,62,4,249,Normal
570,ftp,ftp,RSTO,647,1138,24,48,17,Normal
34,dns,irc,RSTO,1982,3048,83,75,216,Normal
738,https,smtp,SH,957,134,39,22,133,WebAttack
88,dns,smtp,SH,11733,72,82,90,23,DoS
5012,tcp,ssh,S0,1552,2754,47,3,249,Normal
9218,udp,telnet,SF,1005,3849,0,22,46,Normal
970,smtp,http,RSTR,2901,3454,92,67,163,Botnet
4133,smtp,irc,S0,4006,1960,79,24,110,Normal
5163,icmp,smtp,REJ,292,47,64,97,45,BruteForce
7007,tcp,ssh,RSTR,1161,740,88,21,95,Normal
4966,http,telnet,SH,2270,4548,78,28,231,Normal
9467,dns,snmp,S0,3131,3411,61,20,76,Normal
82,smtp,http,OTH,14149,73,78,76,9,DoS
1481,udp,smtp,REJ,2498,1661,13,29,26,Normal
424,tcp,ssh,RSTO,2361,503,47,66,177,Normal
6816,dns,ftp,RSTO,3958,6908,21,36,19,Infiltration
1107,dns,snmp,RSTR,2350,2562,79,45,67,Botnet
3197,icmp,smtp,SF,4463,1327,24,77,17,Normal
7443,https,irc,SF,3516,4351,44,89,83,Normal
2068,ftp,ssh,RSTO,1419,1929,68,82,182,Normal
2338,dns,snmp,SH,2302,2422,93,79,211,Normal
9308,smtp,telnet,RSTO,2151,1059,75,93,247,Normal
8081,udp,smtp,SH,2487,4730,64,47,136,Normal
250,tcp,ssh,RSTR,540,544,49,35,0,WebAttack
5140,tcp,http,RSTR,3609,4499,59,20,11,Normal
1141,udp,ftp,OTH,2332,3067,76,65,134,Botnet
9205,smtp,ssh,SF,2039,3760,39,47,64,Normal
7925,smtp,irc,SH,2299,322,29,32,218,Normal
8399,udp,ftp,OTH,4396,1914,20,14,150,Normal
22,icmp,dns,RSTO,9752,27,99,70,210,DoS
6796,smtp,ssh,OTH,3700,5252,29,6,68,Infiltration
85,tcp,ssh,SF,2633,2508,30,93,52,Normal
3496,http,ssh,S0,2309,2704,17,34,125,Normal
427,smtp,smtp,RSTO,507,274,34,25,203,WebAttack
5682,ftp,smtp,OTH,3354,3202,33,86,32,Normal
3396,ftp,snmp,RSTO,362,121,76,61,72,BruteForce
167,udp,snmp,RSTR,576,344,23,48,169,WebAttack
1534,icmp,dns,S0,2666,1884,77,59,43,Botnet
6817,dns,smtp,SF,162,33,87,63,41,BruteForce
8246,dns,dns,RSTO,327,3601,34,89,52,Normal
605,icmp,dns,REJ,549,977,33,41,152,WebAttack
7578,tcp,dns,S0,1033,3973,73,28,105,Normal
5203,http,smtp,OTH,2778,5500,42,45,65,Infiltration
6206,https,dns,RSTR,4079,4766,83,43,246,Normal
30,ftp,smtp,OTH,13175,13,74,70,90,DoS
1115,smtp,smtp,RSTO,1907,3832,52,94,167,Botnet
5359,icmp,telnet,OTH,3284,3462,40,2,226,Normal
7244,dns,http,SF,3318,1011,36,28,190,Normal
66,udp,dns,RSTO,8210,90,82,73,115,DoS
64,ftp,ssh,S0,9635,75,93,72,221,DoS
6242,dns,irc,OTH,1984,4326,42,2,151,Infiltration
1236,ftp,telnet,RSTO,1359,2646,88,34,155,Normal
5343,smtp,dns,RSTR,3343,1273,2,75,150,Normal
5059,udp,snmp,OTH,2832,4329,36,48,112,Normal
83,dns,ssh,REJ,12279,21,88,86,101,DoS
4366,icmp,irc,REJ,3344,368,45,21,15,Normal
6680,ftp,dns,RSTO,1237,6031,21,11,29,Infiltration
994,dns,telnet,SF,1206,786,34,34,43,WebAttack
8313,tcp,dns,OTH,3054,166,91,57,78,Normal
3853,smtp,smtp,SH,5467,2703,8,29,14,Infiltration
1960,ftp,dns,S0,3808,2452,82,66,236,Botnet
4897,https,ftp,SH,1046,4138,73,1,22,Normal
1471,ftp,ftp,REJ,2952,2922,55,76,52,Botnet
2762,smtp,irc,OTH,2263,1760,0,13,5,Normal
7186,https,snmp,RSTR,2958,5308,22,7,215,Infiltration
59,https,telnet,REJ,13845,51,82,86,203,DoS
9641,icmp,irc,S0,2948,1775,46,61,195,Normal
8264,ftp,http,OTH,2610,4571,48,16,200,Normal
6450,https,http,RSTO,3285,1922,19,43,162,Normal
416,udp,irc,RSTO,2184,1622,79,70,5,Normal
5337,dns,irc,RSTO,243,8,78,84,198,BruteForce
3816,https,ftp,SF,1050,1337,75,25,16,Normal
8835,smtp,smtp,REJ,1125,2313,23,35,31,Normal
894,https,ssh,RSTO,1384,852,45,27,109,WebAttack
793,ftp,ssh,RSTR,3241,1867,87,58,96,Botnet
4389,icmp,ssh,SF,3431,4657,65,75,108,Normal
7723,dns,ssh,REJ,276,92,76,57,33,BruteForce
734,https,snmp,S0,1548,940,21,44,98,WebAttack
5971,https,telnet,SH,308,3004,25,95,254,Normal
372,http,smtp,SF,934,869,29,44,45,WebAttack
8927,dns,irc,SF,359,644,90,5,233,Normal
4140,udp,smtp,RSTR,5357,4925,19,36,61,Infiltration
1109,udp,snmp,RSTR,2699,2082,91,67,213,Botnet
1115,ftp,smtp,RSTR,1625,4403,95,40,253,Normal
9886,https,telnet,OTH,3825,1654,16,32,103,Normal
543,udp,smtp,SF,1690,1395,46,8,158,Normal
466,icmp,ftp,OTH,634,4720,67,63,243,Normal
7212,dns,ssh,SF,4622,2004,73,25,180,Normal
5463,tcp,ftp,SH,4544,1101,59,3,155,Normal
862,udp,smtp,SH,1072,585,22,20,132,WebAttack
9054,udp,ssh,OTH,2699,1296,87,13,242,Normal
785,ftp,ftp,SH,2572,371,30,32,140,Normal
9912,https,dns,REJ,3085,2348,85,10,141,Normal
3977,http,ftp,SF,4712,72,43,59,145,Normal
5455,dns,ftp,SH,1730,4753,59,86,224,Normal
7959,http,telnet,REJ,2165,4600,13,55,1,Normal
8871,icmp,irc,SH,3863,2790,87,11,160,Normal
49,https,snmp,RSTR,11149,94,95,82,149,DoS
4073,http,http,S0,761,1978,13,8,219,Infiltration
9442,dns,irc,RSTR,4462,3696,22,37,121,Normal
4229,udp,telnet,SF,4187,224,95,10,186,Normal
768,icmp,irc,REJ,1269,880,45,40,96,WebAttack
1354,smtp,ftp,RSTR,3288,3901,93,75,101,Botnet
2540,http,telnet,RSTO,189,168,51,57,213,BruteForce
7217,udp,snmp,REJ,870,4801,49,49,57,Infiltration
518,smtp,smtp,RSTO,678,751,35,41,101,WebAttack
62,smtp,dns,S0,12558,32,85,83,165,DoS
